feature,importance
cat__genres_Adventure|Comedy|Sci-Fi,9.198186649545995e-06
cat__actor_2_name_Wayne Knight,9.121056987055018e-06
cat__actor_1_name_Michael Imperioli,9.073320503568138e-06
cat__actor_1_name_Topher Grace,9.0489088950717e-06
cat__actor_3_name_Rene Russo,8.981584120084208e-06
cat__genres_Biography|Drama|Music,8.969587366413504e-06
cat__genres_Action|Adventure|Fantasy|Sci-Fi,8.89436879606131e-06
cat__director_name_Tim Burton,8.876116769633668e-06
cat__actor_2_name_Frankie Muniz,8.833429985537925e-06
cat__actor_1_name_Billy Burke,8.790887806188092e-06
cat__genres_Documentary|Sport,8.765456429480594e-06
cat__director_name_Chuck Russell,8.721333667197069e-06
cat__director_name_Tom Shadyac,8.6629708030161e-06
cat__actor_3_name_Mary Kay Place,8.573149425039383e-06
cat__director_name_Richard Linklater,8.524592246179014e-06
cat__actor_2_name_Chazz Palminteri,8.442239451168559e-06
cat__director_name_James Cameron,8.392460894452286e-06
cat__actor_2_name_Scott Glenn,8.274880996454167e-06
cat__actor_2_name_Fred Willard,8.158434292097458e-06
cat__actor_2_name_Sarah Polley,8.154038329442874e-06
cat__actor_2_name_Eddie Marsan,8.041338785608904e-06
cat__actor_1_name_Steve Carell,8.011395145621725e-06
cat__genres_Action|Crime|Mystery|Thriller,8.006073736125584e-06
cat__director_name_Harold Ramis,7.901767725384727e-06
cat__genres_Action|Adventure|Drama,7.826817830397882e-06
cat__director_name_Steven Soderbergh,7.805777009906878e-06
cat__genres_Drama|History,7.783000858986473e-06
cat__director_name_Sam Raimi,7.773729601901088e-06
cat__genres_Drama|Mystery,7.468897454771614e-06
cat__director_name_James Mangold,7.3411953792920735e-06
cat__director_name_Stanley Kubrick,7.317346795688109e-06
cat__genres_Drama|History|Thriller,7.264077663068211e-06
cat__actor_2_name_William Hurt,7.201454327561947e-06
cat__genres_Comedy|Fantasy,7.191628217880927e-06
cat__genres_Action|Adventure|Western,7.165232910596307e-06
cat__director_name_Peter Segal,7.140388444238279e-06
cat__genres_Action|Adventure|Crime|Thriller,6.833468005329078e-06
cat__actor_3_name_John Gielgud,6.747476466499422e-06
cat__genres_Drama|Romance|Thriller,6.710136374802959e-06
cat__actor_3_name_Tom Wilkinson,6.637226805676917e-06
cat__actor_3_name_Bruce McGill,6.513489519756351e-06
cat__actor_2_name_Jeffrey Jones,6.495309419023981e-06
cat__genres_Drama|Mystery|Sci-Fi|Thriller,6.35778139754934e-06
cat__director_name_Guy Hamilton,6.333734263817105e-06
cat__actor_1_name_Hayden Christensen,6.324196218628234e-06
cat__director_name_Kenneth Branagh,6.318034889609991e-06
cat__actor_1_name_David Oyelowo,6.293677797319405e-06
cat__director_name_Stephen Herek,6.254479337328555e-06
cat__actor_1_name_Robert Duvall,6.188934004572487e-06
cat__director_name_William Friedkin,6.15916784811716e-06
cat__actor_1_name_Li Gong,5.943584877924264e-06
cat__actor_2_name_Delroy Lindo,5.894638072732549e-06
cat__actor_1_name_Jennifer Garner,5.8682265232458265e-06
cat__genres_Adventure|Sci-Fi|Thriller,5.811960803320825e-06
cat__director_name_Gary Fleder,5.747755599714373e-06
cat__actor_3_name_Stephen Root,5.7046191483527325e-06
cat__actor_2_name_Joe Morton,5.7019831736541615e-06
cat__director_name_Sam Mendes,5.637993814922983e-06
cat__actor_1_name_Alan Rickman,5.622645481468702e-06
cat__director_name_Zack Snyder,5.5318218623103605e-06
cat__actor_2_name_Bruce McGill,5.464412328108498e-06
cat__actor_1_name_Ryan Gosling,5.4342318737599845e-06
cat__director_name_Paul Greengrass,5.350232919732747e-06
cat__actor_2_name_Nia Long,5.267596417251051e-06
cat__actor_2_name_Viggo Mortensen,5.2310724262708866e-06
cat__actor_2_name_Monica Potter,5.221541020291645e-06
cat__actor_1_name_Leonard Nimoy,5.175877836882157e-06
cat__actor_3_name_Jordi Mollà,5.137519679906961e-06
cat__director_name_Brian Helgeland,5.053297036546962e-06
cat__director_name_Mel Brooks,5.02766597371159e-06
cat__genres_Action|Fantasy|Horror|Thriller,4.983513715550987e-06
cat__actor_1_name_Radha Mitchell,4.890287083736241e-06
cat__actor_1_name_Dianne Wiest,4.875092049047808e-06
cat__actor_2_name_Oliver Platt,4.8591470587730065e-06
cat__director_name_Anne Fletcher,4.851937561709631e-06
cat__actor_2_name_Robert De Niro,4.8328888132241375e-06
cat__actor_1_name_Lea Thompson,4.740437191092706e-06
cat__actor_3_name_Paul Sorvino,4.574824751829549e-06
cat__actor_2_name_Bridget Fonda,4.543101696605615e-06
cat__genres_Action|Adventure|Drama|History|War,4.524687802263461e-06
cat__director_name_Wolfgang Petersen,4.423159829478399e-06
cat__director_name_Bryan Singer,4.265017457742289e-06
cat__director_name_Kevin Reynolds,4.251923543277281e-06
cat__actor_2_name_Jada Pinkett Smith,4.2158870843623004e-06
cat__genres_Crime|Drama|Mystery,4.207950166330442e-06
cat__director_name_Michael Mann,4.155768136916393e-06
cat__actor_2_name_Kirsten Dunst,4.126035036245834e-06
cat__main_genre_Romance,4.124072228027034e-06
cat__actor_1_name_Matthew Broderick,4.117085949978286e-06
cat__director_name_Roger Donaldson,4.110098984038308e-06
cat__director_name_Alejandro G. Iñárritu,4.012619651011713e-06
cat__actor_1_name_Brad Pitt,3.990102795651326e-06
cat__actor_3_name_Craig T. Nelson,3.957572187481401e-06
cat__language_Portuguese,3.722540247019964e-06
cat__actor_3_name_Faizon Love,3.672081928314623e-06
cat__genres_Comedy|Drama|Family|Romance,3.5889657310942898e-06
cat__director_name_George Miller,3.4424235994687756e-06
cat__director_name_Rob Minkoff,3.4078140831918366e-06
cat__genres_Comedy|Drama|Music|Romance,3.4031545797550278e-06
cat__director_name_Andrew Adamson,3.3178658622850644e-06
cat__director_name_James Ivory,3.3070493349074546e-06
cat__actor_3_name_Richard Schiff,3.306965463062046e-06
cat__genres_Biography|Drama|Thriller,3.260733858425289e-06
cat__director_name_David Gordon Green,3.175844309708098e-06
cat__genres_Drama|Horror,3.095705048995425e-06
cat__director_name_Doug Liman,3.0468159746762655e-06
cat__director_name_Baz Luhrmann,3.0205124248287602e-06
cat__actor_2_name_Harold Perrineau,2.9237554156182972e-06
cat__director_name_David Fincher,2.7549102964254813e-06
cat__country_Ireland,2.7203987452644494e-06
cat__director_name_Gus Van Sant,2.6994286436308746e-06
cat__director_name_Phillip Noyce,2.6196018322485764e-06
cat__director_name_Paul Thomas Anderson,2.5527792572548536e-06
cat__actor_2_name_Anthony Hopkins,2.546624835621481e-06
cat__actor_3_name_Kirsten Dunst,2.5064800654985048e-06
cat__actor_2_name_Naomi Watts,2.4232761633757144e-06
cat__director_name_Mike Nichols,2.3588216149806118e-06
cat__actor_2_name_Snoop Dogg,2.341559191044137e-06
cat__actor_2_name_Nathan Lane,2.3298356025872732e-06
cat__actor_2_name_Matt Damon,2.228767898245592e-06
cat__actor_2_name_Will Ferrell,2.0979296258520047e-06
cat__genres_Adventure|Animation|Comedy|Family|Sci-Fi,1.8851660438523878e-06
cat__director_name_Justin Lin,1.8522078957633166e-06
cat__director_name_Stephen Daldry,1.7378262671764041e-06
cat__director_name_Quentin Tarantino,1.6572630283644179e-06
cat__director_name_Jay Roach,1.5648795046282854e-06
cat__actor_2_name_Loretta Devine,1.526144279270069e-06
cat__actor_2_name_Barbara Hershey,1.4237404805585387e-06
cat__actor_1_name_Alicia Witt,1.349730536130817e-06
cat__actor_1_name_Benedict Cumberbatch,1.2973576220979808e-06
cat__actor_2_name_Mike Starr,1.2585082687871636e-06
cat__actor_2_name_Bruce Willis,1.2558736590555452e-06
cat__actor_2_name_Vin Diesel,1.2238821507820364e-06
cat__language_Korean,1.1923254216561045e-06
cat__genres_Comedy|Drama|Musical|Romance,1.1681412388182963e-06
cat__actor_3_name_Derek Luke,1.102014749546652e-06
cat__director_name_Guy Ritchie,8.297896287278897e-07
cat__actor_3_name_Kris Marshall,8.229996452287401e-07
cat__actor_3_name_Bob Gunton,7.833348174900502e-07
cat__director_name_Christopher Nolan,7.767520274746151e-07
cat__actor_2_name_Jennifer Jason Leigh,7.443354965581285e-07
cat__actor_1_name_Josh Hutcherson,6.275660240073188e-07
cat__actor_2_name_Jeff Bridges,5.718246879118196e-07
cat__genres_Action|Adventure|Romance,5.007084242903678e-07
cat__director_name_Edward Zwick,4.264159252079738e-07
cat__actor_2_name_Christian Bale,4.0454314163943667e-07
cat__genres_Comedy|Crime|Mystery,3.520516509697986e-07
cat__actor_2_name_Philip Seymour Hoffman,2.9141462082870984e-07
cat__director_name_Gore Verbinski,2.831220325583691e-07
cat__genres_Action|Mystery|Thriller,1.768797851374766e-07
cat__director_name_Ben Stiller,1.3660534508880005e-07
cat__director_name_Sidney Lumet,1.2297482697420177e-07
cat__actor_2_name_Orlando Bloom,1.1751306110527727e-07
cat__genres_Drama|Romance|Sport,1.0272495078224743e-07
cat__actor_2_name_Sam Shepard,9.680804431119774e-08
cat__actor_1_name_Quentin Tarantino,9.331857585325272e-08
cat__actor_2_name_Mike Epps,8.104248244934373e-08
cat__director_name_David O. Russell,7.948066673617891e-08
cat__actor_3_name_Gary Oldman,5.333795637622584e-08
cat__actor_2_name_Dylan Baker,3.410004375502896e-08
cat__genres_Drama|Sci-Fi,1.8010390124349938e-08
cat__genres_Drama|Musical|Romance,5.865135921748809e-09
cat__genres_Action|Adventure|Drama|Sci-Fi,5.420975540153864e-17
cat__actor_1_name_Vivica A. Fox,3.7063363346825443e-20
cat__actor_2_name_Cary-Hiroyuki Tagawa,0.0
cat__actor_2_name_Bruce Greenwood,0.0
cat__actor_2_name_Bruce Dern,0.0
cat__actor_2_name_Al Pacino,0.0
cat__actor_2_name_Blythe Danner,0.0
cat__actor_3_name_Ellen Barkin,0.0
cat__director_name_Michael Apted,0.0
cat__director_name_Marc Forster,0.0
cat__country_Norway,0.0
cat__director_name_Gavin O'Connor,0.0
cat__actor_2_name_Chloë Grace Moretz,0.0
cat__director_name_Antoine Fuqua,0.0
cat__actor_2_name_Dougray Scott,0.0
cat__actor_2_name_Lili Taylor,0.0
cat__genres_Comedy|Musical,0.0
cat__actor_2_name_Olivia Williams,0.0
cat__actor_3_name_Jon Gries,0.0
cat__actor_2_name_Sylvester Stallone,0.0
cat__actor_2_name_Thomas Lennon,0.0
cat__actor_1_name_Catherine Deneuve,0.0
cat__genres_Adventure|Drama|Thriller,0.0
cat__genres_Biography|Comedy|Drama,0.0
cat__content_rating_NC-17,0.0
cat__actor_3_name_Philip Baker Hall,0.0
